Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_131_965,VDD,Metal1,470.6490,510.8980,1.199998
FILLER_131_958,VDD,Metal1,467.2890,510.8980,1.199997
FILLER_131_951,VDD,Metal1,463.9290,510.8980,1.199996
FILLER_131_944,VDD,Metal1,460.5690,510.8980,1.199996
FILLER_131_937,VDD,Metal1,457.2090,510.8980,1.199995
FILLER_131_930,VDD,Metal1,453.8490,510.8980,1.199994
FILLER_131_923,VDD,Metal1,450.4890,510.8980,1.199993
FILLER_131_916,VDD,Metal1,447.1290,510.8980,1.199992
FILLER_131_861,VDD,Metal1,419.2800,510.3000,1.199992
FILLER_131_851,VDD,Metal1,414.4800,510.3000,1.199992
FILLER_131_849,VDD,Metal1,413.7600,510.3000,1.199992
FILLER_131_818,VDD,Metal1,399.3710,510.8960,1.199992
FILLER_131_811,VDD,Metal1,396.7290,510.8980,1.199998
FILLER_131_804,VDD,Metal1,393.3690,510.8980,1.199998
FILLER_131_797,VDD,Metal1,390.0090,510.8980,1.199998
FILLER_131_790,VDD,Metal1,386.6490,510.8980,1.199998
FILLER_131_672,VDD,Metal1,328.5600,510.3000,1.199997
FILLER_131_665,VDD,Metal1,326.6490,510.8980,1.199997
FILLER_131_637,VDD,Metal1,311.7600,510.3000,1.199986
FILLER_131_630,VDD,Metal1,309.8490,510.8980,1.199986
FILLER_131_623,VDD,Metal1,306.4890,510.8980,1.199985
FILLER_131_616,VDD,Metal1,303.1290,510.8980,1.199985
FILLER_131_609,VDD,Metal1,299.7690,510.8980,1.199984
FILLER_131_602,VDD,Metal1,296.4090,510.8980,1.199984
FILLER_131_595,VDD,Metal1,293.0490,510.8980,1.199981
FILLER_131_518,VDD,Metal1,254.8800,510.3000,1.199982
FILLER_131_514,VDD,Metal1,253.4510,510.8960,1.199997
FILLER_131_486,VDD,Metal1,239.2800,510.3000,1.199993
FILLER_131_458,VDD,Metal1,225.8400,510.3000,1.199987
FILLER_131_454,VDD,Metal1,224.6510,510.8960,1.199987
FILLER_131_399,VDD,Metal1,197.5200,510.3000,1.199986
FILLER_131_395,VDD,Metal1,196.3310,510.8960,1.199986
FILLER_131_383,VDD,Metal1,190.0800,510.3000,1.199986
FILLER_131_376,VDD,Metal1,187.9290,510.8980,1.199987
FILLER_131_315,VDD,Metal1,157.9310,510.8960,1.199987
FILLER_131_305,VDD,Metal1,152.4000,510.3000,1.199987
FILLER_131_301,VDD,Metal1,151.2110,510.8960,1.199987
FILLER_131_267,VDD,Metal1,135.6090,510.8980,1.199986
FILLER_131_259,VDD,Metal1,131.0510,510.8960,1.199986
FILLER_131_252,VDD,Metal1,128.4090,510.8980,1.199992
FILLER_131_245,VDD,Metal1,125.0490,510.8980,1.199997
FILLER_131_238,VDD,Metal1,121.6890,510.8980,1.199997
FILLER_131_231,VDD,Metal1,118.3290,510.8980,1.199997
FILLER_131_224,VDD,Metal1,114.9690,510.8980,1.199998
FILLER_131_217,VDD,Metal1,111.6090,510.8980,1.199998
FILLER_131_210,VDD,Metal1,108.2490,510.8980,1.199998
FILLER_131_203,VDD,Metal1,104.8890,510.8980,1.199999
FILLER_131_196,VDD,Metal1,101.5290,510.8980,1.199999
FILLER_131_189,VDD,Metal1,98.1690,510.8980,1.199999
FILLER_131_182,VDD,Metal1,94.8090,510.8980,1.200000
FILLER_131_175,VDD,Metal1,91.4490,510.8980,1.200000
FILLER_131_168,VDD,Metal1,88.0890,510.8980,1.200000
FILLER_131_161,VDD,Metal1,84.7290,510.8980,1.200000
FILLER_131_154,VDD,Metal1,81.3690,510.8980,1.200000
FILLER_131_147,VDD,Metal1,78.0090,510.8980,1.200000
FILLER_131_140,VDD,Metal1,74.6490,510.8980,1.200000
FILLER_131_133,VDD,Metal1,71.2890,510.8980,1.200000
FILLER_131_126,VDD,Metal1,67.9290,510.8980,1.200000
FILLER_131_119,VDD,Metal1,64.5690,510.8980,1.200000
FILLER_131_112,VDD,Metal1,61.2090,510.8980,1.200000
FILLER_131_105,VDD,Metal1,57.8490,510.8980,1.200000
FILLER_131_98,VDD,Metal1,54.4890,510.8980,1.200000
FILLER_131_91,VDD,Metal1,51.1290,510.8980,1.200000
FILLER_131_84,VDD,Metal1,47.7690,510.8980,1.200000
FILLER_131_77,VDD,Metal1,44.4090,510.8980,1.200000
FILLER_131_70,VDD,Metal1,41.0490,510.8980,1.200000
FILLER_131_63,VDD,Metal1,37.6890,510.8980,1.200000
FILLER_131_56,VDD,Metal1,34.3290,510.8980,1.200000
FILLER_131_49,VDD,Metal1,30.9690,510.8980,1.200000
FILLER_131_42,VDD,Metal1,27.6090,510.8980,1.200000
FILLER_131_35,VDD,Metal1,24.2490,510.8980,1.200000
FILLER_131_28,VDD,Metal1,20.8890,510.8980,1.200000
FILLER_131_21,VDD,Metal1,17.5290,510.8980,1.200000
FILLER_131_14,VDD,Metal1,14.1690,510.8980,1.200000
FILLER_131_7,VDD,Metal1,10.8090,510.8980,1.200000
FILLER_131_0,VDD,Metal1,7.4490,510.8980,1.200000
FILLER_130_1042,VDD,Metal1,507.6090,509.7010,1.199999
FILLER_130_1035,VDD,Metal1,504.2490,509.7010,1.199999
FILLER_130_1028,VDD,Metal1,500.8890,509.7010,1.199999
FILLER_130_1021,VDD,Metal1,497.5290,509.7010,1.199999
FILLER_130_1014,VDD,Metal1,494.1690,509.7010,1.199999
FILLER_130_1007,VDD,Metal1,490.8090,509.7010,1.199999
FILLER_130_1000,VDD,Metal1,487.4490,509.7010,1.199999
FILLER_130_993,VDD,Metal1,484.0890,509.7010,1.199999
FILLER_130_986,VDD,Metal1,480.7290,509.7010,1.199999
FILLER_130_979,VDD,Metal1,477.3690,509.7010,1.199999
FILLER_130_972,VDD,Metal1,474.0090,509.7010,1.199999
FILLER_130_965,VDD,Metal1,470.6490,509.7010,1.199998
FILLER_130_958,VDD,Metal1,467.2890,509.7010,1.199997
