net,length_um
_05240_,10.45µm
_05603_,10.45µm
_06058_,10.45µm
_06381_,10.45µm
_06523_,10.45µm
_01917_,10.44µm
_06338_,10.44µm
_06484_,10.44µm
_06695_,10.44µm
net1143,10.44µm
net1252,10.44µm
_01373_,10.42µm
_06017_,10.41µm
_05946_,10.405µm
_01065_,10.4µm
_03869_,10.4µm
_05691_,10.4µm
cnn_inst.comm_mem_u0.o_wgt_row00\[10\],10.4µm
cnn_inst.comm_mem_u0.o_wgt_row02\[2\],10.4µm
cnn_inst.comm_mem_u0.o_wgt_row02\[4\],10.4µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[5\],10.4µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[29\],10.4µm
_00804_,10.39µm
_00866_,10.39µm
_00876_,10.39µm
_00998_,10.39µm
_01047_,10.39µm
_01532_,10.39µm
_03009_,10.39µm
_04391_,10.39µm
_06004_,10.385µm
_01249_,10.38µm
_02166_,10.38µm
_03947_,10.38µm
cnn_inst.comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[0\],10.38µm
_03967_,10.375µm
_03309_,10.355µm
cnn_inst.comm_mem_u0.mr2_out\[4\],10.35µm
cnn_inst.comm_mem_u0.mr2_out\[11\],10.345µm
_05034_,10.34µm
_00012_,10.33µm
_00964_,10.33µm
_02119_,10.33µm
_04621_,10.33µm
_05010_,10.33µm
_05699_,10.33µm
_06314_,10.33µm
_06435_,10.33µm
_06519_,10.33µm
_06646_,10.33µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[4\],10.33µm
_00958_,10.32µm
_01695_,10.32µm
_03484_,10.32µm
_04310_,10.32µm
_04571_,10.32µm
net1223,10.32µm
net1508,10.32µm
_03759_,10.315µm
_02612_,10.305µm
_05473_,10.305µm
_00999_,10.3µm
_01899_,10.295µm
cnn_inst.comm_mem_u0.o_wgt_row02\[1\],10.29µm
_01624_,10.285µm
cnn_inst.comm_mem_u0.o_wgt_row00\[8\],10.28µm
_01760_,10.27µm
_02426_,10.27µm
_03730_,10.27µm
_03755_,10.27µm
_05792_,10.27µm
_05676_,10.26µm
_04922_,10.255µm
_05287_,10.255µm
_04502_,10.245µm
_02543_,10.24µm
_04602_,10.225µm
_01538_,10.22µm
_02602_,10.22µm
_04654_,10.22µm
_05284_,10.22µm
_05867_,10.22µm
_03150_,10.21µm
_04530_,10.21µm
_04637_,10.21µm
_04932_,10.21µm
net1507,10.21µm
net1832,10.21µm
_00821_,10.2µm
_05466_,10.2µm
_05573_,10.2µm
_06654_,10.2µm
_01290_,10.185µm
_04671_,10.16µm
_05051_,10.16µm
net1110,10.16µm
_00331_,10.15µm
_00347_,10.15µm
_01236_,10.15µm
_03256_,10.15µm
_03916_,10.15µm
_03938_,10.15µm
_02500_,10.14µm
_03508_,10.14µm
_04243_,10.14µm
_04936_,10.14µm
_05876_,10.14µm
_06012_,10.14µm
_06078_,10.14µm
_06128_,10.14µm
cnn_inst.comm_mem_u0.mr2_out\[0\],10.13µm
_01492_,10.125µm
_04208_,10.125µm
_01461_,10.115µm
_03464_,10.09µm
_04089_,10.09µm
_04563_,10.09µm
_05259_,10.09µm
_06360_,10.09µm
_06441_,10.09µm
_06447_,10.09µm
_06620_,10.09µm
cnn_inst.comm_mem_u0.mr2_out\[13\],10.09µm
_01399_,10.08µm
_01570_,10.08µm
_01623_,10.08µm
_01655_,10.08µm
_01778_,10.08µm
_01970_,10.08µm
_03696_,10.08µm
_04797_,10.08µm
_05718_,10.08µm
_06344_,10.08µm
_06456_,10.08µm
_06689_,10.08µm
_06780_,10.08µm
_04913_,10.06µm
_00670_,10.03µm
_00806_,10.03µm
_00829_,10.03µm
_00901_,10.03µm
_00903_,10.03µm
_01055_,10.03µm
_01144_,10.03µm
_02630_,10.03µm
_03043_,10.03µm
_03177_,10.03µm
_03617_,10.03µm
_04830_,10.03µm
_04847_,10.03µm
_04857_,10.03µm
_05003_,10.03µm
_05201_,10.03µm
_05302_,10.03µm
_05345_,10.03µm
_05579_,10.03µm
cnn_inst.acc0\[13\],10.03µm
cnn_inst.comm_mem_u0.mr1_out\[3\],10.03µm
_01079_,10.02µm
_04367_,10.02µm
_04733_,10.02µm
_04937_,10.02µm
_03225_,10.015µm
_05396_,10.015µm
_06653_,10.005µm
_05737_,9.99µm
_03877_,9.98µm
_04638_,9.98µm
_01110_,9.97µm
_02659_,9.97µm
_02718_,9.97µm
_02936_,9.97µm
_03306_,9.97µm
_03672_,9.97µm
_04346_,9.97µm
_04959_,9.97µm
_06170_,9.97µm
_06666_,9.97µm
_06680_,9.97µm
_06728_,9.97µm
_06740_,9.97µm
cnn_inst.comm_mem_u0.o_wgt_row00\[0\],9.97µm
_02392_,9.96µm
_03802_,9.96µm
_05976_,9.96µm
_06412_,9.96µm
_06717_,9.96µm
_02541_,9.955µm
_04763_,9.955µm
_05869_,9.955µm
_05393_,9.94µm
_04835_,9.93µm
_00037_,9.92µm
_03131_,9.92µm
_03396_,9.92µm
_03462_,9.92µm
cnn_inst.comm_mem_u0.mr1_out\[5\],9.92µm
cnn_inst.comm_mem_u0.o_wgt_row00\[4\],9.92µm
cnn_inst.comm_mem_u0.o_wgt_row01\[14\],9.92µm
cnn_inst.comm_mem_u0.o_wgt_row03\[5\],9.92µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[24\],9.92µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[6\],9.92µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[23\],9.92µm
net1099,9.92µm
_00899_,9.91µm
_00922_,9.91µm
_00956_,9.91µm
_01078_,9.91µm
_02077_,9.91µm
_03189_,9.91µm
_04110_,9.91µm
_06443_,9.91µm
cnn_inst.comm_mem_u0.o_wgt_row04\[6\],9.91µm
_01666_,9.9µm
_03494_,9.9µm
_03963_,9.9µm
_05755_,9.875µm
_05470_,9.86µm
_01621_,9.85µm
_02073_,9.85µm
_02480_,9.85µm
_03660_,9.85µm
_04174_,9.85µm
_04840_,9.85µm
_05314_,9.85µm
_05399_,9.85µm
_05464_,9.85µm
_05677_,9.85µm
_06405_,9.85µm
_06480_,9.85µm
net1677,9.85µm
net1771,9.85µm
_03579_,9.845µm
_01306_,9.84µm
_02185_,9.84µm
_02354_,9.84µm
_02787_,9.84µm
_03388_,9.84µm
_03770_,9.84µm
_05708_,9.84µm
_05954_,9.84µm
net1140,9.84µm
net1214,9.84µm
net1244,9.84µm
net1289,9.84µm
net1455,9.84µm
net1623,9.84µm
net1797,9.84µm
net1821,9.84µm
net1847,9.84µm
net1865,9.84µm
cnn_inst.comm_mem_u0.mr2_out\[9\],9.84µm
_04132_,9.835µm
_05813_,9.82µm
_05071_,9.81µm
_05292_,9.81µm
_00646_,9.79µm
_00870_,9.79µm
_04292_,9.79µm
_04751_,9.79µm
_03149_,9.78µm
_04392_,9.78µm
_06147_,9.78µm
_05186_,9.775µm
_05608_,9.765µm
_03288_,9.75µm
_05006_,9.75µm
cnn_inst.comm_mem_u0.o_wgt_row03\[9\],9.75µm
_02651_,9.74µm
_04362_,9.74µm
_04579_,9.74µm
_05522_,9.74µm
_05765_,9.735µm
_02895_,9.73µm
_05130_,9.73µm
_00970_,9.72µm
_01062_,9.72µm
_01080_,9.72µm
_04374_,9.72µm
_05199_,9.72µm
_06479_,9.72µm
_06610_,9.72µm
_02385_,9.715µm
_02162_,9.705µm
_03182_,9.69µm
_05218_,9.69µm
_05000_,9.68µm
_00022_,9.67µm
_00665_,9.67µm
_00722_,9.67µm
cnn_inst.comm_mem_u0.mr2_out\[15\],9.67µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[24\],9.67µm
_01882_,9.66µm
_05235_,9.66µm
_05584_,9.66µm
_05644_,9.66µm
_02490_,9.65µm
_01858_,9.645µm
_04430_,9.645µm
_04568_,9.625µm
_02275_,9.61µm
_02516_,9.61µm
_04112_,9.61µm
_04372_,9.61µm
_05714_,9.61µm
_05934_,9.61µm
_06543_,9.61µm
_06628_,9.61µm
cnn_inst.comm_mem_u0.spi_u0.data_count\[5\],9.61µm
_00412_,9.6µm
_01676_,9.6µm
_04273_,9.6µm
_04286_,9.6µm
_05771_,9.6µm
_05819_,9.6µm
_05930_,9.6µm
_06417_,9.6µm
net1327,9.6µm
net1379,9.6µm
net1644,9.6µm
net1705,9.6µm
_05325_,9.575µm
_03961_,9.565µm
_00008_,9.55µm
_00811_,9.55µm
_00894_,9.55µm
_00911_,9.55µm
_00968_,9.55µm
_01145_,9.55µm
_01204_,9.55µm
_01910_,9.55µm
_01920_,9.55µm
_02084_,9.55µm
_02673_,9.55µm
_03828_,9.55µm
_04460_,9.55µm
_04822_,9.55µm
_04979_,9.55µm
_05082_,9.55µm
_05313_,9.55µm
_05767_,9.55µm
_05995_,9.55µm
_06199_,9.55µm
_06258_,9.55µm
_06403_,9.55µm
cnn_inst.comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[5\],9.55µm
_06022_,9.545µm
_01153_,9.54µm
_04417_,9.54µm
_05655_,9.54µm
_06045_,9.54µm
_01959_,9.535µm
_02759_,9.535µm
_05365_,9.53µm
_05763_,9.525µm
_05516_,9.5µm
_06014_,9.5µm
_00136_,9.49µm
_01730_,9.49µm
_02398_,9.49µm
_03637_,9.49µm
_05114_,9.49µm
_05536_,9.49µm
_05901_,9.49µm
_06641_,9.49µm
net1190,9.49µm
net1256,9.49µm
net1283,9.49µm
_03482_,9.485µm
_06737_,9.485µm
_02617_,9.48µm
_03234_,9.48µm
_04260_,9.48µm
_05078_,9.48µm
_05172_,9.48µm
_05374_,9.48µm
_05468_,9.48µm
_06578_,9.48µm
_06671_,9.48µm
_06698_,9.48µm
_06703_,9.48µm
_06721_,9.48µm
_06723_,9.48µm
cnn_inst.proc_u0.cnn_ctrl_u0.state\[4\],9.48µm
_01657_,9.475µm
_02009_,9.475µm
_03812_,9.465µm
_01053_,9.46µm
_03436_,9.46µm
_05107_,9.44µm
_05589_,9.44µm
_06031_,9.44µm
_00789_,9.43µm
_00847_,9.43µm
_00905_,9.43µm
_00923_,9.43µm
_00925_,9.43µm
_01073_,9.43µm
_04028_,9.43µm
_05586_,9.43µm
_05727_,9.43µm
cnn_inst.comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[0\],9.43µm
cnn_inst.comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[12\],9.43µm
_05220_,9.425µm
_01550_,9.42µm
_01605_,9.42µm
_01618_,9.42µm
_02225_,9.42µm
_02317_,9.42µm
_02906_,9.42µm
_04431_,9.42µm
_04901_,9.415µm
_05237_,9.415µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[2\],9.415µm
_04145_,9.395µm
_03036_,9.38µm
_04553_,9.38µm
cnn_inst.acc1\[15\],9.38µm
_03562_,9.375µm
_00241_,9.37µm
_01886_,9.37µm
_02190_,9.37µm
_02658_,9.37µm
_02866_,9.37µm
_03469_,9.37µm
_04829_,9.37µm
_05364_,9.37µm
_05532_,9.37µm
_05551_,9.37µm
_05639_,9.37µm
_05672_,9.37µm
_05745_,9.37µm
_05967_,9.37µm
_06346_,9.37µm
_06729_,9.37µm
net1321,9.37µm
net1774,9.37µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[0\],9.37µm
_03107_,9.365µm
_00458_,9.36µm
_00590_,9.36µm
_00597_,9.36µm
_00994_,9.36µm
_01161_,9.36µm
_01202_,9.36µm
_01261_,9.36µm
_01304_,9.36µm
_04494_,9.36µm
_05633_,9.36µm
_05648_,9.36µm
net1232,9.36µm
_01049_,9.34µm
_04373_,9.34µm
_03787_,9.33µm
_03192_,9.32µm
_02299_,9.31µm
_02850_,9.31µm
_03063_,9.31µm
_04283_,9.31µm
_04911_,9.31µm
_03438_,9.305µm
_02310_,9.3µm
_03178_,9.3µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[16\],9.3µm
_02273_,9.285µm
_05776_,9.285µm
_01465_,9.275µm
_01337_,9.27µm
_02403_,9.27µm
_04624_,9.27µm
_04629_,9.27µm
_05545_,9.265µm
_05962_,9.265µm
_04205_,9.26µm
_03459_,9.255µm
_04988_,9.255µm
_04258_,9.25µm
_05342_,9.25µm
_05359_,9.25µm
_05846_,9.25µm
_05904_,9.25µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[18\],9.25µm
cnn_inst.comm_mem_u0.spi_u0.loader_image_sm.i_ROW\[2\],9.245µm
_04422_,9.24µm
_05889_,9.24µm
_06656_,9.24µm
_00868_,9.225µm
_04517_,9.205µm
_05659_,9.2µm
_05913_,9.2µm
_00345_,9.19µm
_02527_,9.19µm
_03951_,9.19µm
_01051_,9.18µm
_01310_,9.18µm
_01584_,9.18µm
_02945_,9.18µm
_03125_,9.18µm
_03207_,9.18µm
_03875_,9.18µm
_04398_,9.18µm
_04616_,9.18µm
_05008_,9.18µm
_05940_,9.18µm
_06026_,9.18µm
_02672_,9.155µm
_05104_,9.155µm
_05350_,9.15µm
_01875_,9.145µm
_02758_,9.14µm
_01091_,9.13µm
_01477_,9.13µm
_01696_,9.13µm
_01857_,9.13µm
_02676_,9.13µm
_04322_,9.13µm
_04780_,9.13µm
_05377_,9.13µm
_05726_,9.13µm
_05949_,9.13µm
_06297_,9.13µm
_06624_,9.13µm
_06685_,9.13µm
_00016_,9.12µm
_01123_,9.12µm
_01499_,9.12µm
_02771_,9.12µm
_03361_,9.12µm
_04081_,9.12µm
_04698_,9.12µm
_04917_,9.12µm
_05943_,9.12µm
_06066_,9.12µm
_06070_,9.12µm
_06408_,9.12µm
_06473_,9.12µm
net1228,9.12µm
_04319_,9.105µm
_03715_,9.095µm
_05144_,9.08µm
_00128_,9.07µm
_00692_,9.07µm
_00731_,9.07µm
_00807_,9.07µm
_00818_,9.07µm
_00975_,9.07µm
_01042_,9.07µm
_01056_,9.07µm
_01274_,9.07µm
_01711_,9.07µm
_01735_,9.07µm
_02472_,9.07µm
_02744_,9.07µm
_03352_,9.07µm
_03775_,9.07µm
_04416_,9.07µm
_04424_,9.07µm
_04485_,9.07µm
_04559_,9.07µm
_05117_,9.07µm
_05215_,9.07µm
_05285_,9.07µm
_05351_,9.07µm
_05606_,9.07µm
cnn_inst.comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[3\],9.07µm
_06127_,9.06µm
_06607_,9.06µm
_01362_,9.055µm
_05520_,9.04µm
_02670_,9.03µm
_02459_,9.02µm
_04562_,9.02µm
_05749_,9.02µm
cnn_inst.comm_mem_u0.o_wgt_row00\[9\],9.02µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[3\],9.02µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[28\],9.02µm
_01214_,9.01µm
_02523_,9.01µm
_04600_,9.01µm
_04663_,9.01µm
_04692_,9.01µm
_04811_,9.01µm
_05171_,9.01µm
_06245_,9.01µm
_06319_,9.01µm
_06355_,9.01µm
_06503_,9.01µm
_06678_,9.01µm
_06699_,9.01µm
_00470_,9µm
_00566_,9µm
_02342_,9µm
_03324_,9µm
_03898_,9µm
_04849_,9µm
_05300_,9µm
_05785_,9µm
_06325_,9µm
_06357_,9µm
_06415_,9µm
_06516_,9µm
_06738_,9µm
cnn_inst.acc1\[0\],9µm
_02234_,8.995µm
_02253_,8.995µm
_03287_,8.995µm
_05908_,8.995µm
_06691_,8.995µm
_01029_,8.97µm
_04329_,8.97µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[6\],8.96µm
_00828_,8.95µm
_00892_,8.95µm
_00895_,8.95µm
_00902_,8.95µm
_00921_,8.95µm
_00942_,8.95µm
_01026_,8.95µm
_01074_,8.95µm
_02540_,8.95µm
_02692_,8.95µm
_02999_,8.95µm
_05896_,8.95µm
_04929_,8.945µm
_01483_,8.94µm
_03985_,8.94µm
_04538_,8.94µm
_04650_,8.94µm
_05425_,8.94µm
_03840_,8.925µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[9\],8.925µm
_01904_,8.915µm
_03109_,8.91µm
_01356_,8.9µm
_01786_,8.9µm
_03381_,8.9µm
_00066_,8.89µm
_00085_,8.89µm
_00930_,8.89µm
_01170_,8.89µm
_01189_,8.89µm
_02394_,8.89µm
_03271_,8.89µm
_03539_,8.89µm
_03674_,8.89µm
_03907_,8.89µm
_04051_,8.89µm
_04188_,8.89µm
_04402_,8.89µm
_05623_,8.89µm
_06369_,8.89µm
_06583_,8.89µm
net1224,8.89µm
net1426,8.89µm
net1512,8.89µm
net1626,8.89µm
net1681,8.89µm
net1708,8.89µm
_00492_,8.88µm
_00610_,8.88µm
_01278_,8.88µm
_02574_,8.88µm
_04440_,8.88µm
_05528_,8.88µm
net1179,8.88µm
net1611,8.88µm
net1814,8.88µm
_04685_,8.875µm
_05335_,8.875µm
_02016_,8.83µm
_03813_,8.83µm
_05729_,8.83µm
_06224_,8.82µm
_02178_,8.805µm
_04865_,8.805µm
_02938_,8.8µm
_03570_,8.8µm
_01640_,8.795µm
_01336_,8.79µm
_01414_,8.79µm
_01460_,8.78µm
_02501_,8.78µm
_02685_,8.78µm
_02755_,8.78µm
_04926_,8.78µm
_05855_,8.78µm
_05868_,8.78µm
ui_PAD2CORE[3],8.78µm
_03376_,8.77µm
_04026_,8.77µm
_05122_,8.76µm
_01625_,8.745µm
_03876_,8.73µm
_03791_,8.72µm
_04141_,8.72µm
_05828_,8.72µm
_00437_,8.71µm
_01171_,8.71µm
_02298_,8.71µm
_04134_,8.71µm
_02151_,8.7µm
_03133_,8.7µm
_03252_,8.7µm
_03299_,8.7µm
_03612_,8.7µm
_03857_,8.7µm
_04944_,8.7µm
ui_PAD2CORE[1],8.7µm
_03520_,8.68µm
_03481_,8.66µm
_02904_,8.65µm
_03066_,8.65µm
_04317_,8.65µm
_05981_,8.65µm
cnn_inst.proc_u0.cnn_ctrl_u0.state\[9\],8.65µm
_00629_,8.64µm
_01186_,8.64µm
_01405_,8.64µm
_01678_,8.64µm
_01891_,8.64µm
_02093_,8.64µm
_02484_,8.64µm
_02885_,8.64µm
_03216_,8.64µm
_03268_,8.64µm
_04451_,8.64µm
_04834_,8.64µm
_04933_,8.64µm
_05556_,8.64µm
_06182_,8.64µm
_06413_,8.64µm
_06768_,8.64µm
net1435,8.64µm
net1618,8.64µm
net1884,8.64µm
_00910_,8.625µm
_00985_,8.625µm
_02665_,8.625µm
_02593_,8.615µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[2\],8.61µm
_05534_,8.605µm
net1733,8.595µm
_00724_,8.59µm
_00732_,8.59µm
_00812_,8.59µm
_00873_,8.59µm
_00914_,8.59µm
_00972_,8.59µm
_00986_,8.59µm
_01006_,8.59µm
_01012_,8.59µm
_01045_,8.59µm
_01058_,8.59µm
_01064_,8.59µm
_01081_,8.59µm
_01083_,8.59µm
_01216_,8.59µm
_01722_,8.59µm
_03275_,8.59µm
_03971_,8.59µm
_04387_,8.59µm
_04882_,8.59µm
_05079_,8.59µm
_05231_,8.59µm
_05376_,8.59µm
_05690_,8.59µm
_05730_,8.59µm
_05802_,8.59µm
_06065_,8.59µm
_06247_,8.59µm
_06800_,8.59µm
cnn_inst.comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[6\],8.59µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.state\[3\],8.59µm
_01788_,8.58µm
_03700_,8.58µm
_06769_,8.58µm
_06820_,8.58µm
_03634_,8.575µm
_02903_,8.555µm
_02890_,8.54µm
_05210_,8.54µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[22\],8.54µm
_00452_,8.53µm
_00965_,8.53µm
_01673_,8.53µm
_01865_,8.53µm
_04605_,8.53µm
_04702_,8.53µm
_05177_,8.53µm
_05330_,8.53µm
_05353_,8.53µm
_05463_,8.53µm
_05668_,8.53µm
net1222,8.53µm
cnn_inst.comm_mem_u0.o_img_row00\[1\],8.53µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[12\],8.53µm
_00074_,8.52µm
_02880_,8.52µm
_03132_,8.52µm
_04641_,8.52µm
_04753_,8.52µm
_04975_,8.52µm
_06231_,8.52µm
_06256_,8.52µm
_06309_,8.52µm
_06354_,8.52µm
_06410_,8.52µm
_06603_,8.52µm
_06668_,8.52µm
_06679_,8.52µm
net1142,8.52µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[10\],8.52µm
_02816_,8.515µm
_03297_,8.515µm
_04318_,8.515µm
_05222_,8.515µm
_04690_,8.5µm
_05324_,8.5µm
_05849_,8.5µm
_03760_,8.48µm
_05852_,8.48µm
_05367_,8.475µm
_05379_,8.475µm
_00893_,8.47µm
_00954_,8.47µm
_00969_,8.47µm
_00977_,8.47µm
_00981_,8.47µm
_00987_,8.47µm
_01031_,8.47µm
_01066_,8.47µm
_01075_,8.47µm
_01082_,8.47µm
_01223_,8.47µm
_01234_,8.47µm
_01287_,8.47µm
_04207_,8.47µm
_04442_,8.465µm
_01136_,8.46µm
_03196_,8.46µm
_04160_,8.46µm
_05224_,8.46µm
_04960_,8.43µm
_03470_,8.425µm
_00433_,8.42µm
_02961_,8.42µm
_03218_,8.42µm
_04158_,8.42µm
_05809_,8.42µm
_05899_,8.42µm
cnn_inst.acc1\[6\],8.42µm
_02959_,8.415µm
_03675_,8.415µm
_00036_,8.41µm
_00827_,8.41µm
_02014_,8.41µm
_02921_,8.41µm
_03504_,8.41µm
_04162_,8.41µm
_04239_,8.41µm
_04509_,8.41µm
_04694_,8.41µm
_04772_,8.41µm
_05598_,8.41µm
_05971_,8.41µm
_06336_,8.41µm
net1134,8.41µm
net1234,8.41µm
net1529,8.41µm
net1536,8.41µm
_02118_,8.4µm
_03353_,8.4µm
_05140_,8.4µm
_05801_,8.4µm
net1873,8.4µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.start,8.4µm
_04684_,8.395µm
_05640_,8.385µm
_03964_,8.375µm
_05715_,8.375µm
_05853_,8.36µm
_00447_,8.35µm
_05166_,8.35µm
_02455_,8.345µm
_01866_,8.34µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[28\],8.34µm
cnn_inst.proc_u0.cnn_ctrl_u0.state\[6\],8.34µm
_05155_,8.335µm
_05919_,8.335µm
_02894_,8.31µm
_05495_,8.305µm
_04730_,8.3µm
_05060_,8.3µm
_05679_,8.3µm
_01879_,8.29µm
_02244_,8.29µm
_02497_,8.29µm
_03027_,8.29µm
_03367_,8.29µm
_03790_,8.29µm
_05663_,8.29µm
_05716_,8.29µm
_00425_,8.28µm
_00626_,8.28µm
_00643_,8.28µm
_00785_,8.28µm
_00801_,8.28µm
_03012_,8.28µm
_03229_,8.28µm
_02033_,8.25µm
_04365_,8.25µm
_05309_,8.245µm
_03841_,8.24µm
_01093_,8.23µm
_01256_,8.23µm
_01267_,8.23µm
_00124_,8.22µm
_01537_,8.22µm
_01574_,8.22µm
_02688_,8.22µm
_04133_,8.22µm
_04275_,8.22µm
_05014_,8.22µm
_05126_,8.22µm
_06283_,8.22µm
_03950_,8.215µm
_01100_,8.2µm
_06041_,8.2µm
_05059_,8.19µm
_00275_,8.17µm
_00443_,8.17µm
_00602_,8.17µm
_02433_,8.17µm
_03871_,8.17µm
_04806_,8.17µm
_04839_,8.17µm
_06064_,8.17µm
net1466,8.17µm
cnn_inst.comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[9\],8.17µm
_05423_,8.165µm
_00163_,8.16µm
_00271_,8.16µm
_00628_,8.16µm
_01194_,8.16µm
_02089_,8.16µm
_02802_,8.16µm
_02899_,8.16µm
_03735_,8.16µm
_03736_,8.16µm
_04863_,8.16µm
_05112_,8.16µm
_05156_,8.16µm
_05483_,8.16µm
_05540_,8.16µm
_05572_,8.16µm
_05581_,8.16µm
_05673_,8.16µm
_05735_,8.16µm
_05747_,8.16µm
_05915_,8.16µm
_05917_,8.16µm
_06284_,8.16µm
net1113,8.16µm
net1154,8.16µm
net1268,8.16µm
net1317,8.16µm
net1329,8.16µm
net1352,8.16µm
net1373,8.16µm
net1476,8.16µm
net1491,8.16µm
net1561,8.16µm
net1574,8.16µm
net1575,8.16µm
net1612,8.16µm
net1660,8.16µm
net1662,8.16µm
net1686,8.16µm
net1696,8.16µm
net1704,8.16µm
net1706,8.16µm
net1732,8.16µm
net1742,8.16µm
net1781,8.16µm
net1820,8.16µm
net1826,8.16µm
net1828,8.16µm
net1867,8.16µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[13\],8.16µm
_00419_,8.11µm
_00782_,8.11µm
_00795_,8.11µm
_00845_,8.11µm
_00890_,8.11µm
_00898_,8.11µm
_00912_,8.11µm
_00919_,8.11µm
_00955_,8.11µm
_01060_,8.11µm
_01246_,8.11µm
_02636_,8.11µm
_02975_,8.11µm
_03919_,8.11µm
_04575_,8.11µm
_04613_,8.11µm
_05190_,8.11µm
_05323_,8.11µm
_05326_,8.11µm
_05861_,8.11µm
_06143_,8.11µm
_06150_,8.11µm
_00834_,8.1µm
_00979_,8.1µm
_00992_,8.1µm
_01296_,8.1µm
_02911_,8.1µm
_04536_,8.1µm
_05751_,8.1µm
_06764_,8.1µm
_03168_,8.095µm
_05706_,8.095µm
_06606_,8.085µm
_01341_,8.06µm
_05757_,8.06µm
_00562_,8.05µm
_00797_,8.05µm
_02817_,8.05µm
_03037_,8.05µm
_03294_,8.05µm
_03772_,8.05µm
_04219_,8.05µm
_04948_,8.05µm
_05507_,8.05µm
_05818_,8.05µm
net1528,8.05µm
net1535,8.05µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[11\],8.05µm
_02862_,8.04µm
_03415_,8.04µm
_04070_,8.04µm
_04965_,8.04µm
_05866_,8.04µm
_06467_,8.04µm
_06616_,8.04µm
net1698,8.04µm
net1750,8.04µm
net1759,8.04µm
net1844,8.04µm
_02085_,8.035µm
_02202_,8.035µm
_04773_,8.035µm
_05494_,8.035µm
_03420_,8.025µm
_04665_,8.02µm
_04740_,8µm
_05297_,8µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[13\],8µm
_00802_,7.99µm
_00805_,7.99µm
_00826_,7.99µm
_00863_,7.99µm
_00889_,7.99µm
_00915_,7.99µm
_00934_,7.99µm
_01063_,7.99µm
_06167_,7.99µm
cnn_inst.acc0\[8\],7.99µm
_00612_,7.98µm
_02638_,7.98µm
_04856_,7.98µm
_05154_,7.98µm
_05469_,7.98µm
_05562_,7.98µm
_05863_,7.98µm
_03360_,7.975µm
cnn_inst.comm_mem_u0.o_img_row06\[18\],7.975µm
_06664_,7.965µm
_04557_,7.955µm
_02827_,7.945µm
_01887_,7.94µm
_04054_,7.94µm
_04059_,7.94µm
_05328_,7.94µm
_05887_,7.94µm
_05895_,7.94µm
_04843_,7.935µm
_00286_,7.93µm
_02012_,7.93µm
_02905_,7.93µm
_03718_,7.93µm
_04876_,7.93µm
_04894_,7.93µm
_05137_,7.93µm
_05514_,7.93µm
_05550_,7.93µm
_05909_,7.93µm
_06562_,7.93µm
net1277,7.93µm
net1601,7.93µm
net1679,7.93µm
_04567_,7.925µm
_00460_,7.92µm
_00661_,7.92µm
_05097_,7.92µm
_05162_,7.92µm
net1456,7.92µm
_01850_,7.915µm
_02735_,7.905µm
_02625_,7.895µm
